date_de_l_export;code_du_departement;type_de_scrutin;libelle_du_departement;code_de_la_commune;libelle_de_la_commune;insee;geo_point_2d;geo_shape;inscrits;abstentions;abs_ins;votants;vot_ins;blancs_et_nuls;blnuls_ins;blnuls_vot;exprimes;exp_ins;exp_vot;code_nuance_01;sexe_01;nom_01;prenom_01;liste_01;sieges_elu_01;sieges_secteur_01;sieges_cc_01;voix_01;voix_ins_01;voix_exp_01;code_nuance_02;sexe_02;nom_02;prenom_02;liste_02;sieges_elu_02;sieges_secteur_02;sieges_cc_02;voix_02;voix_ins_02;voix_exp_02;code_nuance_03;sexe_03;nom_03;prenom_03;liste_03;sieges_elu_03;sieges_secteur_03;sieges_cc_03;voix_03;voix_ins_03;voix_exp_03;code_nuance_04;sexe_04;nom_04;prenom_04;liste_04;sieges_elu_04;sieges_secteur_04;sieges_cc_04;voix_04;voix_ins_04;voix_exp_04;code_nuance_05;sexe_05;nom_05;prenom_05;liste_05;sieges_elu_05;sieges_secteur_05;sieges_cc_05;voix_05;voix_ins_05;voix_exp_05
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;321;Jouars-Pontchartrain;78321;48.7904544648, 1.90784227893;"{""type"": ""Polygon"", ""coordinates"": [[[1.893484249949333, 48.765170079321855], [1.889945589429817, 48.770336241357604], [1.885899950898868, 48.80431637499487], [1.885072705119444, 48.80543297680673], [1.894001107056542, 48.80563284968075], [1.893691576263476, 48.80867012254765], [1.898492103808992, 48.80962289401545], [1.914910943479307, 48.802631449947846], [1.941237904321187, 48.79154348264873], [1.936505780837706, 48.7799344180938], [1.933118416455444, 48.78252165542451], [1.923446726575637, 48.78093279583574], [1.909132626618711, 48.783996063098705], [1.896875269960275, 48.77790205546943], [1.901068542801374, 48.76813642692036], [1.900973051954139, 48.76556303676795], [1.893484249949333, 48.765170079321855]]]}";3869;1462;37.79;2407;62.21;57;1.47;2.37;2350;60.74;97.63;LDVD;M;ARNOUX;Jacques;UNION & AVENIR;4;0;1;625;16.15;26.6;LDVD;M;LEMOINE;Hervé;AGIR ENSEMBLE POUR JOUARS-PONTCHARTRAIN;22;0;6;1179;30.47;50.17;LDVD;F;ROQUELLE;Marie-Laure;EXPERIENCE POUR L'AVENIR;3;0;0;546;14.11;23.23;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;327;Juziers;78327;48.9999173467, 1.84036602544;"{""type"": ""Polygon"", ""coordinates"": [[[1.828338801741523, 48.981458524989975], [1.823799100817163, 48.97980431891965], [1.822835058480029, 48.98315830945662], [1.827651209278832, 48.99619150512469], [1.820380621006215, 49.011830999731934], [1.830198857099302, 49.01354580979402], [1.831662681758613, 49.02018780345863], [1.851427706550569, 49.01677241218062], [1.851364450671171, 49.01035990198332], [1.86481250871503, 48.989893997171684], [1.854982163254222, 48.987642248844224], [1.828338801741523, 48.981458524989975]]]}";2781;905;32.54;1876;67.46;31;1.11;1.65;1845;66.34;98.35;LDIV;M;FERRAND;Philippe;JUZIERS TOUT SIMPLEMENT;21;0;2;918;33.01;49.76;LUD;M;REBOURS;Jean-Yves;JUZIERS RIVE DROITE;5;0;1;681;24.49;36.91;LFN;M;FERRY;Marc;JUZIERS BLEU MARINE;1;0;0;246;8.85;13.33;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;345;Longjumeau;91345;48.6900488045, 2.30247056719;"{""type"": ""Polygon"", ""coordinates"": [[[2.305157018848814, 48.67831925093628], [2.28612861475477, 48.686185361042405], [2.284892042775739, 48.69912156659739], [2.292397752353433, 48.69975998439519], [2.293806596796809, 48.70511123471632], [2.302807251874709, 48.70276257327464], [2.309906996699242, 48.69097568070157], [2.314140344624053, 48.68932705722793], [2.316143346863166, 48.69199204055646], [2.32817015011662, 48.687544980779045], [2.326403819458225, 48.68650960209649], [2.319514014465477, 48.68146032810097], [2.305157018848814, 48.67831925093628]]]}";13354;5612;42.02;7742;57.98;206;1.54;2.66;7536;56.43;97.34;LUG;M;GOBRON;Gilles;ENGAGES POUR LONGJUMEAU;5;0;1;2474;18.53;32.83;LUD;F;GELOT RATEAU;Sandrine;CONTINUONS ENSEMBLE POUR LONGJUMEAU;28;0;7;4140;31.0;54.94;LFN;M;BRUERA;Patrice;LONGJUMEAU BLEU MARINE;2;0;0;922;6.9;12.23;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;95;LI2;VAL D'OISE;352;Luzarches;95352;49.1151211125, 2.44082640954;"{""type"": ""Polygon"", ""coordinates"": [[[2.425931245096069, 49.09185731443037], [2.411130820690452, 49.09309849056796], [2.411038172828683, 49.0964338644675], [2.402075033574183, 49.099536628074404], [2.393561136290431, 49.09809132974225], [2.38905458530621, 49.10752746783392], [2.391650782027316, 49.11036390910594], [2.396040220197113, 49.115663924368974], [2.40783524250132, 49.12631422529639], [2.411267838610955, 49.13409042123122], [2.421427949137099, 49.13593791713504], [2.428427925708253, 49.141096265549756], [2.4389071840361, 49.14149622668891], [2.435398993223297, 49.13394532077736], [2.420116854901277, 49.13309941297074], [2.414659768329434, 49.12736362184595], [2.415546971513588, 49.12401422736985], [2.433198270741262, 49.117175454357664], [2.461295734029403, 49.136608506855794], [2.477603110301549, 49.13106998599741], [2.477004093141427, 49.127974449089436], [2.499226639589471, 49.12226972445324], [2.500955248327205, 49.11631576656988], [2.489930909122961, 49.10636117791936], [2.484187308580272, 49.10691212380608], [2.479054121016881, 49.11212291519646], [2.463549162077968, 49.11086791664884], [2.450001153528075, 49.10079039760057], [2.441758723539837, 49.103243023875656], [2.437584948828811, 49.10171302850003], [2.425931245096069, 49.09185731443037]]]}";3107;993;31.96;2114;68.04;35;1.13;1.66;2079;66.91;98.34;LDVG;M;DECOMBES;Stéphane;LUZARCHES EN MOUVEMENT;4;0;1;664;21.37;31.94;LDVD;M;DECOLIN;Patrick;LUZARCHES ENTRE VILLE ET VILLAGE;4;0;1;638;20.53;30.69;LDVD;M;DELRUE;Damien;LUZARCHES EN TETE;19;0;6;777;25.01;37.37;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;361;Mantes-la-Jolie;78361;48.9981665392, 1.69337806821;"{""type"": ""Polygon"", ""coordinates"": [[[1.727270503353248, 48.984862474844846], [1.718442276019402, 48.982691026847164], [1.702551852028804, 48.98923824469279], [1.664047704508948, 48.99487719717149], [1.656069533455543, 48.99738718089917], [1.657976270809111, 49.0061140378729], [1.670579802585331, 49.008259801912104], [1.708391598531213, 49.00829496111291], [1.71924830681874, 49.000991947457685], [1.727270503353248, 48.984862474844846]]]}";21830;11831;54.2;9999;45.8;703;3.22;7.03;9296;42.58;92.97;LSOC;F;SALL;Rama;RASSEMBLEMENT A GAUCHE POUR MANTES LA JOLIE;5;0;3;2258;10.34;24.29;LDVG;M;MARIOJOULS;Joël;ENSEMBLE POUR UNE GAUCHE CITOYENNE;3;0;2;1516;6.94;16.31;LUD;M;VIALAY;Michel;MANTES UNIE UNE NOUVELLE DYNAMIQUE POUR MANTES LA JOLIE;35;0;22;5522;25.3;59.4;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;362;Mantes-la-Ville;78362;48.9747939435, 1.71205571778;"{""type"": ""Polygon"", ""coordinates"": [[[1.719225650236262, 48.96143890642571], [1.702412125265691, 48.96364142558693], [1.697464993727426, 48.964837892366546], [1.69670740145626, 48.97816699853426], [1.686219936897183, 48.97849326635936], [1.702551852028804, 48.98923824469279], [1.718442276019402, 48.982691026847164], [1.727270503353248, 48.984862474844846], [1.732468928463614, 48.97789371941941], [1.729985015629496, 48.96828047048379], [1.723572116636314, 48.96297817712382], [1.719225650236262, 48.96143890642571]]]}";12023;5122;42.6;6901;57.4;203;1.69;2.94;6698;55.71;97.06;LSOC;F;BROCHOT;Monique;ENSEMBLE POUR MANTES LA VILLE A GAUCHE;5;0;2;1966;16.35;29.35;LDVG;F;PEULVAST-BERGEAL;Annette;AMBITION POUR MANTES LA VILLE;4;0;2;1895;15.76;28.29;LDVD;M;VISINTAINER;Eric;MANTES EN MOUVEMENT;2;0;0;810;6.74;12.09;LFN;M;NAUTH;Cyril;MANTES-LA-VILLE BLEU MARINE;22;0;8;2027;16.86;30.26;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;390;Méréville;91390;48.3183780776, 2.07369929257;"{""type"": ""Polygon"", ""coordinates"": [[[2.113716853702258, 48.30724786045628], [2.103783617854091, 48.306831145359816], [2.087542402758889, 48.294505933055625], [2.052708364877964, 48.29547390947903], [2.037179941801892, 48.297364122952786], [2.030569569588521, 48.31069907215188], [2.034811329129583, 48.3243384627428], [2.043787116219623, 48.33305813030643], [2.061831565321016, 48.34351378085326], [2.072970578741462, 48.34021838198893], [2.08744788499712, 48.3435609547665], [2.102947035256989, 48.34328346163951], [2.105052166285983, 48.33060375577401], [2.119967989396257, 48.327854297113774], [2.11876592312506, 48.323895380677875], [2.113716853702258, 48.30724786045628]]]}";2412;814;33.75;1598;66.25;27;1.12;1.69;1571;65.13;98.31;LDIV;F;THOURIGNY;Colette;MEREVILLE AU COEUR DE NOS PROJETS;2;0;0;351;14.55;22.34;LUC;M;DUBOIS;Jean-Pierre;MEREVILLE AUTREMENT;3;0;1;444;18.41;28.26;LDVD;M;DESMURS;Guy;MEREVILLE A VENIR;18;0;2;776;32.17;49.4;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;401;Meulan-en-Yvelines;78401;49.0064171984, 1.91317556338;"{""type"": ""Polygon"", ""coordinates"": [[[1.881045108482124, 48.99377857648098], [1.888038124493547, 48.998438980400934], [1.905287818148651, 49.00485661925932], [1.899708233134569, 49.014014234053576], [1.907059474812613, 49.01225586064429], [1.914951705162497, 49.015987510522486], [1.919474002824033, 49.01482327633622], [1.936111079053106, 49.010214728190014], [1.937101530401386, 49.00657244197613], [1.881045108482124, 48.99377857648098]]]}";5556;2406;43.3;3150;56.7;42;0.76;1.33;3108;55.94;98.67;LDVG;M;POIRIER;Guy;MEULAN DEMAIN;6;0;1;1328;23.9;42.73;LDVD;F;ZAMMIT-POPESCU;Cécile;AGIR POUR MEULAN-EN-YVELINES;22;0;3;1440;25.92;46.33;LFN;M;NORBERT-COUADE;Emmanuel;MEULAN BLEU MARINE;1;0;0;340;6.12;10.94;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;77;LI2;SEINE ET MARNE;413;Saint-Germain-sur-Morin;77413;48.8752580652, 2.84028985019;"{""type"": ""Polygon"", ""coordinates"": [[[2.835635799914221, 48.860954149003], [2.827151311351162, 48.86294767620005], [2.823383877222938, 48.87258282281413], [2.828654135152851, 48.87847195476637], [2.841575580758863, 48.88880473040634], [2.851196709687714, 48.886415949476394], [2.863003856783472, 48.871708434564454], [2.862594968093228, 48.871671993497145], [2.859956879027904, 48.87425894614298], [2.846782196340398, 48.87123012151178], [2.835635799914221, 48.860954149003]]]}";2382;918;38.54;1464;61.46;39;1.64;2.66;1425;59.82;97.34;LDVG;M;CORCY;Jean-Luc;POUR NOTRE VILLAGE, SAINT-GERMAIN DEMAIN;2;0;0;277;11.63;19.44;LDVG;M;GAILLARD;Alain;TOUS UNIS POUR SAINT-GERMAIN-SUR-MORIN;5;0;1;552;23.17;38.74;LDVD;M;KLEMPOUZ;Joël;ENSEMBLE POUR SAINT GERMAIN;20;0;2;596;25.02;41.82;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;95;LI2;VAL D'OISE;427;Montmagny;95427;48.9699195841, 2.3460753179;"{""type"": ""Polygon"", ""coordinates"": [[[2.333312950123798, 48.9553823356351], [2.328328131276182, 48.95966201911353], [2.331950129043839, 48.96898963709094], [2.344308027829061, 48.97791550098313], [2.364243478653274, 48.978715236896996], [2.366156125735476, 48.974229104787526], [2.353463561423415, 48.965627406975386], [2.343705488906669, 48.96721105797449], [2.333312950123798, 48.9553823356351]]]}";7919;3903;49.29;4016;50.71;181;2.29;4.51;3835;48.43;95.49;LFG;M;CAPMARTY;Franck;POUR UNE VILLE SOLIDAIRE, ÉCOLOGIQUE, SOCIALE ET PARTICIPATIVE;2;0;0;453;5.72;11.81;LUG;M;TAIEB;René;René TAIEB 2014, une équipe, une force d'entreprendre;5;0;1;1332;16.82;34.73;LDVD;M;FLOQUET;Patrick;Ensemble construisons l'avenir;26;0;5;2050;25.89;53.46;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;432;Morangis;91432;48.702703885, 2.33614296581;"{""type"": ""Polygon"", ""coordinates"": [[[2.32817015011662, 48.687544980779045], [2.316143346863166, 48.69199204055646], [2.32194027417233, 48.69757493824626], [2.325042593640293, 48.71092273556821], [2.334648392431999, 48.71011319990284], [2.344130876678267, 48.716938673758136], [2.354001955719584, 48.715625338756546], [2.351677731478892, 48.70247151116365], [2.32817015011662, 48.687544980779045]]]}";8609;2964;34.43;5645;65.57;111;1.29;1.97;5534;64.28;98.03;LDVG;M;NOURY;Pascal;MORANGIS POUR TOUS 2014;24;0;5;2237;25.98;40.42;LDVD;F;HERAULT;Dominique;BIEN VIVRE L'AVENIR DE MORANGIS;3;0;1;1233;14.32;22.28;LDVD;F;VERMILLET;Brigitte;PASSION MORANGIS 2014;6;0;1;2064;23.97;37.3;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;77;LI2;SEINE ET MARNE;445;Savigny-le-Temple;77445;48.5884785769, 2.57373861268;"{""type"": ""Polygon"", ""coordinates"": [[[2.596397775088799, 48.59383908910749], [2.596093833260563, 48.57698064388651], [2.584880735281772, 48.561838539894964], [2.580612984950866, 48.55998846705468], [2.566637015831156, 48.56374351513118], [2.560354717427497, 48.56623023365368], [2.575552398698415, 48.58245035878875], [2.574333262373566, 48.58899467699784], [2.541450338188157, 48.59688743492498], [2.542512560919663, 48.60880133027488], [2.562552324301325, 48.60983913223618], [2.582212279808433, 48.60587086253007], [2.58648426238363, 48.60251254365482], [2.596397775088799, 48.59383908910749]]]}";16862;8220;48.75;8642;51.25;444;2.63;5.14;8198;48.62;94.86;LUG;F;PICHERY;Marie-Line;SAVIGNY NOTRE VILLE;27;0;9;4237;25.13;51.68;LUD;F;BISSONNIER;Cathy;SAVIGNY C'EST VOUS;8;0;2;3961;23.49;48.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;77;LI2;SEINE ET MARNE;449;Serris;77449;48.844790279, 2.78754866071;"{""type"": ""Polygon"", ""coordinates"": [[[2.784713375296714, 48.82811963211568], [2.773157509908386, 48.838629582572324], [2.776537471062975, 48.844715459527976], [2.774425337223676, 48.85104279035974], [2.772175944551039, 48.85435704808961], [2.786366061184544, 48.86026480031931], [2.800218190696758, 48.86272588337276], [2.798389686018458, 48.856202736080405], [2.796167202782693, 48.84252016542104], [2.802347486268762, 48.829616009618206], [2.784713375296714, 48.82811963211568]]]}";4311;2088;48.43;2223;51.57;69;1.6;3.1;2154;49.97;96.9;LDVG;M;GUEGUEN;Patrick;AGIR POUR VOUS;2;0;0;362;8.4;16.81;LUDI;M;DESCROUET;Philippe;ENSEMBLE POUR SERRIS;23;0;7;1172;27.19;54.41;LDVD;M;CHITRIT;Alain;EN AVANT SERRIS;4;0;1;620;14.38;28.78;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;466;Orgeval;78466;48.9164887331, 1.96928773573;"{""type"": ""Polygon"", ""coordinates"": [[[1.981874030157271, 48.90029277340157], [1.971601491648747, 48.89341480305586], [1.953756576401516, 48.89566153353578], [1.934094509663578, 48.90463470178501], [1.931973586547567, 48.9076016923165], [1.942011279123977, 48.913833384023725], [1.969741349461682, 48.94467953919587], [1.978490145172676, 48.945518838817655], [1.982363840711383, 48.92896815370751], [1.998111832191765, 48.9284083660705], [2.008618146602788, 48.92069850338689], [1.979890820893632, 48.90334271172455], [1.981874030157271, 48.90029277340157]]]}";4387;1798;40.98;2589;59.02;47;1.07;1.82;2542;57.94;98.18;LDIV;F;MARCHAL;Eliane;ORGEVAL POUR TOUS;4;0;0;693;15.8;27.26;LUD;M;TASSET;Yannick;ORGEVAL AVEC VOUS;21;0;3;1046;23.84;41.15;LDVD;M;BOEHLY;Frank;AGIR POUR ORGEVAL;4;0;1;803;18.3;31.59;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;477;Palaiseau;91477;48.7146765876, 2.22881488083;"{""type"": ""Polygon"", ""coordinates"": [[[2.259350145073967, 48.70649437017034], [2.245001965969263, 48.707213962773125], [2.23453546376291, 48.70084188840207], [2.209710850465963, 48.70158848984277], [2.192794946986926, 48.71198122032623], [2.193479634091989, 48.71869596677259], [2.203462249301239, 48.72104768480696], [2.212902148744488, 48.72880078675311], [2.220793867963497, 48.725668455355226], [2.235449123822614, 48.727562170130774], [2.250559875712411, 48.726209873815364], [2.266836157460963, 48.71827873915958], [2.259350145073967, 48.70649437017034]]]}";20862;7762;37.21;13100;62.79;457;2.19;3.49;12643;60.6;96.51;LUG;F;ROBILLARD;Claire;PALAISEAU PASSIONNEMENT - TERRE CITOYENNE;9;0;3;6028;28.89;47.68;LUD;M;DE LASTEYRIE;Grégoire;PALAISEAU A VENIR;30;0;9;6615;31.71;52.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;479;Paray-Vieille-Poste;91479;48.7241848219, 2.3598349385;"{""type"": ""Polygon"", ""coordinates"": [[[2.353874105419902, 48.70178183888006], [2.351677731478892, 48.70247151116365], [2.354001955719584, 48.715625338756546], [2.344130876678267, 48.716938673758136], [2.349134352054041, 48.72229087145896], [2.345661895503521, 48.731446318158376], [2.353948215118505, 48.738660051053486], [2.369347417928475, 48.74607283234519], [2.370437363052879, 48.72786483659373], [2.370706732277136, 48.720175922532974], [2.369306110028766, 48.70782790708772], [2.355793865582265, 48.70478746220075], [2.353874105419902, 48.70178183888006]]]}";5447;1745;32.04;3702;67.96;97;1.78;2.62;3605;66.18;97.38;LUMP;M;PICARD;Pascal;DEMAIN POUR PARAY;7;0;1;1697;31.15;47.07;LDVD;M;VEDERE;Alain;UNION POUR PARAY 2014;22;0;5;1908;35.03;52.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;77;LI2;SEINE ET MARNE;513;Villenoy;77513;48.9414484528, 2.85149852192;"{""type"": ""Polygon"", ""coordinates"": [[[2.851211107057974, 48.92432972353876], [2.82975572989391, 48.93355458487291], [2.832326489713023, 48.93631893294498], [2.82589588564868, 48.944942602991496], [2.86272972522934, 48.95503501055141], [2.872355248281159, 48.9554503023913], [2.876574675828989, 48.949654602837676], [2.872042114282188, 48.94397559689732], [2.851211107057974, 48.92432972353876]]]}";2600;959;36.88;1641;63.12;67;2.58;4.08;1574;60.54;95.92;LDVG;M;ESMERY;André;VILLENOY, EN MARCHE VERS SON AVENIR;4;0;1;528;20.31;33.55;LDVG;M;VENRIES;Michel;VIVRE VILLENOY ENSEMBLE MAINTENANT ET DEMAIN;20;0;3;644;24.77;40.91;LUMP;F;SILVA;Guyslaine;ENSEMBLE POUR VILLENOY;3;0;0;402;15.46;25.54;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;571;Saint-Nom-la-Bretèche;78571;48.8634050098, 2.01915428049;"{""type"": ""Polygon"", ""coordinates"": [[[2.035476598494873, 48.84550586856871], [2.02644287340654, 48.84253662739835], [2.015453779561646, 48.848643552792154], [2.005748582886913, 48.84947168441984], [2.009393390499219, 48.851300711667086], [1.990617265388661, 48.85953513990445], [1.98860365933739, 48.86495944820059], [1.995498717602148, 48.873588642938664], [2.013966547201699, 48.8775465566291], [2.020252867793868, 48.882598674466365], [2.03718558989628, 48.87765461478432], [2.04681151504044, 48.87470976360874], [2.036302562530721, 48.867898287144], [2.044011732312562, 48.86382296757656], [2.035476598494873, 48.84550586856871]]]}";4075;1498;36.76;2577;63.24;36;0.88;1.4;2541;62.36;98.6;LDVD;M;CHAZAL;Jean-Marie;REUNIR POUR REUSSIR;1;0;0;313;7.68;12.32;LDVD;M;STUDNIA;Gilles;UN VILLAGE EN MOUVEMENT;24;0;4;1439;35.31;56.63;LDVD;F;WAJSBLAT;Manuelle;DEMAIN SAINT-NOM;4;0;1;789;19.36;31.05;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;95;LI2;VAL D'OISE;580;Saint-Witz;95580;49.0857837241, 2.55227615042;"{""type"": ""Polygon"", ""coordinates"": [[[2.545737230936195, 49.07039451431889], [2.533555495909169, 49.07973500776335], [2.529064478109476, 49.0783867550641], [2.524137347460493, 49.084319709637406], [2.524519436814459, 49.097889235528015], [2.530765744533759, 49.09609752207641], [2.530630012565814, 49.092941024884865], [2.540031103817302, 49.09193435787014], [2.549610139852164, 49.09246514759552], [2.550555366844223, 49.09556170954141], [2.55946499895601, 49.097617729945284], [2.5766227249834, 49.092446413116114], [2.58300173148434, 49.080654011125155], [2.569950012956503, 49.07656186210226], [2.55057241404809, 49.07937723744525], [2.545737230936195, 49.07039451431889]]]}";1962;755;38.48;1207;61.52;15;0.76;1.24;1192;60.75;98.76;LDIV;M;BUCHET;Germain;J'AIME SAINT-WITZ;18;0;3;661;33.69;55.45;LDIV;M;DEBCZAK;Jean-Michel;SAINT WITZ AUTREMENT;3;0;0;318;16.21;26.68;LDIV;M;LEBON;Alain;AVENIR ENSEMBLE;2;0;0;213;10.86;17.87;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;589;Savigny-sur-Orge;91589;48.684228392, 2.34873862215;"{""type"": ""Polygon"", ""coordinates"": [[[2.338125432437762, 48.66737105034268], [2.335290940887073, 48.677762459342595], [2.326403819458225, 48.68650960209649], [2.32817015011662, 48.687544980779045], [2.351677731478892, 48.70247151116365], [2.353874105419902, 48.70178183888006], [2.359690485654847, 48.69953753331686], [2.355856812556051, 48.69747508411121], [2.357918053709352, 48.69449093887622], [2.371882278829049, 48.685714408866716], [2.355465432354747, 48.670812195908965], [2.341952353469228, 48.66758113184323], [2.338125432437762, 48.66737105034268]]]}";23226;8801;37.89;14425;62.11;354;1.52;2.45;14071;60.58;97.55;LUG;M;GUYARD;Pierre;SAVIGNY NOTRE VILLE;6;0;3;4595;19.78;32.66;LUDI;F;SPICHER-BERNIER;Laurence;AGIR POUR VOUS SAVIGNY ENSEMBLE;3;0;1;2500;10.76;17.77;LUMP;M;MEHLHORN;Eric;LE BON SENS POUR SAVIGNY;28;0;13;5366;23.1;38.14;LFN;F;GUIBERT;Audrey;SAVIGNY BLEU MARINE;2;0;1;1610;6.93;11.44;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;657;Vigneux-sur-Seine;91657;48.7037445355, 2.42793203784;"{""type"": ""Polygon"", ""coordinates"": [[[2.454741723624092, 48.68248815915623], [2.445892860535137, 48.679191247638705], [2.427233225682148, 48.695005842256805], [2.417511412624852, 48.69441907777299], [2.400579260004066, 48.70177381629322], [2.40462004457952, 48.710887642823785], [2.414260110402738, 48.71781621119755], [2.435125455748563, 48.72409603516107], [2.440113953910189, 48.725432735857915], [2.44284277294663, 48.72068742137274], [2.435064787115814, 48.7121060346626], [2.454741723624092, 48.68248815915623]]]}";17453;7574;43.4;9879;56.6;427;2.45;4.32;9452;54.16;95.68;LUG;M;HOELTGEN;Didier;VIGNEUX, UNE VILLE A VIVRE;7;0;3;3731;21.38;39.47;LUD;M;POINSOT;Serge;VIGNEUX POUR VOUS !;26;0;13;4244;24.32;44.9;LFN;M;STOUVENEL;Jacques;RASSEMBLEMENT BLEU MARINE POUR VIGNEUX;2;0;1;1477;8.46;15.63;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;692;Les Ulis;91692;48.680321482, 2.18518955;"{""type"": ""Polygon"", ""coordinates"": [[[2.191269659016876, 48.66826423744233], [2.168969351985356, 48.67602659881044], [2.164094990996519, 48.67506602572145], [2.161288984972471, 48.67556803747717], [2.165981212247245, 48.69476042493666], [2.174850051799166, 48.690693410925824], [2.181827592750015, 48.678913003512584], [2.190173243033867, 48.68732637387467], [2.204707084431246, 48.69106715032146], [2.204715333861176, 48.685166492274064], [2.208911635372384, 48.67717982546011], [2.19545645913776, 48.668886247328764], [2.191269659016876, 48.66826423744233]]]}";13402;5649;42.15;7753;57.85;317;2.37;4.09;7436;55.48;95.91;LUG;F;DAHOU;Sonia;LA GAUCHE RASSEMBLEE AVEC SONIA DAHOU;7;0;2;3019;22.53;40.6;LDVG;F;MARHUENDA;Françoise;ALTERNATIVE REPUBLICAINE ET CITOYENNE - LES ULIS 2014;28;0;8;4036;30.11;54.28;LUD;M;EL MOURABIT;Bachir;UNE VOIX FORTE POUR LES ULIS;0;0;0;381;2.84;5.12;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;75;LI2;PARIS;;Paris 3eme secteur;75103;48.8630541318, 2.35936105897;"{""type"": ""Polygon"", ""coordinates"": [[[2.3684017253737, 48.855739961952956], [2.350088493587214, 48.86195533215501], [2.350834505477619, 48.863344374598334], [2.354114163249875, 48.86927979700135], [2.363856758564782, 48.86743436510144], [2.3684017253737, 48.855739961952956]]]}";20357;8354;41.04;12003;58.96;402;1.97;3.35;11601;56.99;96.65;LUG;M;AIDENBAUM;Pierre;Anne HIDALGO Paris qui ose, rassemblement de la Gauche et des Ecologistes;2;8;0;7012;34.45;60.44;LUD;F;HAREL;Marie-Laure;Liste d'Union MODEM-UDI-UMP avec Nathalie KOSCIUSKO-MORIZET pour le 3ème;1;2;0;4589;22.54;39.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;75;LI2;PARIS;;Paris 7eme secteur;75107;48.8560825982, 2.31243868773;"{""type"": ""Polygon"", ""coordinates"": [[[2.316633528047582, 48.84675871366723], [2.307341120736737, 48.84770356794504], [2.28978372807637, 48.85812314611537], [2.301556199832536, 48.86348063063825], [2.320781393695372, 48.86307865626878], [2.332852282604382, 48.85930633356469], [2.329309953608925, 48.852838166117515], [2.316633528047582, 48.84675871366723]]]}";31316;13305;42.49;18011;57.51;370;1.18;2.05;17641;56.33;97.95;LUG;F;EDOU;Capucine;Anne HIDALGO Paris qui ose;0;1;0;3569;11.4;20.23;LUD;F;DATI;Rachida;Liste d'union UMP-UDI-MODEM avec NKM;4;8;0;9785;31.25;55.47;LDVD;M;LE ROUX;Christian;J'AIME LE 7ème;0;1;0;4287;13.69;24.3;;;;;;;;;;;;;;;;;;;;;;
