date_de_l_export;code_du_departement;type_de_scrutin;libelle_du_departement;code_de_la_commune;libelle_de_la_commune;insee;geo_point_2d;geo_shape;inscrits;abstentions;abs_ins;votants;vot_ins;blancs_et_nuls;blnuls_ins;blnuls_vot;exprimes;exp_ins;exp_vot;code_nuance_01;sexe_01;nom_01;prenom_01;liste_01;sieges_elu_01;sieges_secteur_01;sieges_cc_01;voix_01;voix_ins_01;voix_exp_01;code_nuance_02;sexe_02;nom_02;prenom_02;liste_02;sieges_elu_02;sieges_secteur_02;sieges_cc_02;voix_02;voix_ins_02;voix_exp_02;code_nuance_03;sexe_03;nom_03;prenom_03;liste_03;sieges_elu_03;sieges_secteur_03;sieges_cc_03;voix_03;voix_ins_03;voix_exp_03;code_nuance_04;sexe_04;nom_04;prenom_04;liste_04;sieges_elu_04;sieges_secteur_04;sieges_cc_04;voix_04;voix_ins_04;voix_exp_04;code_nuance_05;sexe_05;nom_05;prenom_05;liste_05;sieges_elu_05;sieges_secteur_05;sieges_cc_05;voix_05;voix_ins_05;voix_exp_05
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;120;Bullion;78120;48.6245810321, 1.98307952001;"{""type"": ""Polygon"", ""coordinates"": [[[1.955721046816829, 48.59504320103636], [1.932558902125149, 48.60094605032423], [1.93152797886658, 48.610922332532816], [1.941800482539552, 48.618831498358986], [1.966184952867384, 48.624200271656925], [1.977788851558518, 48.63104723537214], [1.98021739020667, 48.647799961738855], [1.987815696076556, 48.65642850549377], [1.993025231694504, 48.658064839148956], [2.011657818347155, 48.65357913961868], [2.020277135084389, 48.64209105484133], [2.010987729541591, 48.62295250683368], [2.015107284664826, 48.613145283356715], [2.004067710670114, 48.60225843926802], [1.986718725743442, 48.608616072033904], [1.966707662115997, 48.60940665157069], [1.959224603792469, 48.60505042200321], [1.955721046816829, 48.59504320103636]]]}";1384;459;33.16;925;66.84;18;1.3;1.95;907;65.53;98.05;LDIV;M;GAGNIERES;Jacques;ECOUTER, EVALUER, DECIDER, ET ENTREPRENDRE POUR BULLION;1;0;0;133;9.61;14.66;LDIV;F;MARGOT-JACQ;Isabelle;BULLION, UNE PASSION, UN ENGAGEMENT;4;0;0;349;25.22;38.48;LDIV;M;PICARD;Daniel;AGIR ENSEMBLE POUR BULLION;14;0;2;425;30.71;46.86;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;123;Carrières-sous-Poissy;78123;48.9455638989, 2.02913706544;"{""type"": ""Polygon"", ""coordinates"": [[[2.049002092999002, 48.957097509348024], [2.047268460412285, 48.94662479534304], [2.036390265131146, 48.934639857207415], [2.022226503649573, 48.9300015197011], [2.008405582969258, 48.934717353626134], [2.00356966027465, 48.941323260653284], [2.008322700987479, 48.94192925180972], [2.028235253402299, 48.95906235160968], [2.036007939979965, 48.95895422508815], [2.035319459458853, 48.96146673519714], [2.045555519141095, 48.96184541568554], [2.048854206529895, 48.9592096969921], [2.049002092999002, 48.957097509348024]]]}";8591;3545;41.26;5046;58.74;336;3.91;6.66;4710;54.82;93.34;LDVG;M;AIT;Eddie;POUR CARRIERES-SOUS-POISSY, NOTRE VILLE, NOTRE AVENIR !;7;0;1;2125;24.74;45.12;LDIV;M;EFFROY;Anthony;BIEN VIVRE A CARRIERES-SOUS-POISSY;1;0;0;375;4.37;7.96;LDVD;M;DELRIEU;Christophe;SO CARRIERES;25;0;5;2210;25.72;46.92;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;77;LI2;SEINE ET MARNE;139;Courtry;77139;48.9167295268, 2.60299399479;"{""type"": ""Polygon"", ""coordinates"": [[[2.612488578801799, 48.9043349840447], [2.592368235040986, 48.90770349754218], [2.589048825322237, 48.909976353227634], [2.592341722831451, 48.92502361661402], [2.602598431431983, 48.929356602780615], [2.616211972441303, 48.92478769965076], [2.612488578801799, 48.9043349840447]]]}";4521;1452;32.12;3069;67.88;70;1.55;2.28;2999;66.33;97.72;LDVG;M;PILARD;Jean-Luc;ENSEMBLE POUR COURTRY;6;0;1;1338;29.6;44.61;LDVD;M;VANDERBISE;Xavier;COURTRY A COEUR;23;0;6;1661;36.74;55.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;160;Chevreuse;78160;48.707150143, 2.03714431459;"{""type"": ""Polygon"", ""coordinates"": [[[2.037629292827011, 48.68022007128578], [2.029656784075738, 48.68454514280374], [2.020820820723155, 48.69645453032303], [2.023426095977735, 48.7031952529981], [2.002901161240055, 48.71409842056836], [2.004349825386704, 48.72082080531677], [2.034217400200059, 48.72594152019312], [2.061828414781667, 48.72302254670677], [2.066560867328435, 48.71761773320334], [2.055518385498727, 48.699819648185304], [2.05565873854103, 48.686786806065626], [2.045836488373521, 48.686780582203454], [2.042551609691257, 48.6806914703136], [2.037629292827011, 48.68022007128578]]]}";4235;1601;37.8;2634;62.2;44;1.04;1.67;2590;61.16;98.33;LDVG;M;LEBRUN;Didier;CHEVREUSE CITOYEN;2;0;0;497;11.74;19.19;LUD;M;GENOT;Claude;ENSEMBLE POUR CHEVREUSE;22;0;5;1257;29.68;48.53;LDVD;M;CATTANEO;Sébastien;CHEVREUSE 2014;5;0;1;836;19.74;32.28;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;174;Corbeil-Essonnes;91174;48.6034809251, 2.46934079002;"{""type"": ""Polygon"", ""coordinates"": [[[2.481253208809743, 48.58020560791837], [2.47834977084546, 48.573617162222256], [2.473848917558094, 48.57770832140336], [2.469570036691401, 48.578552898720865], [2.46439552773995, 48.594055956479764], [2.450467092051464, 48.59548571501212], [2.453480296121282, 48.60433307935365], [2.436981317437064, 48.61117363711147], [2.470342722641955, 48.62549423744305], [2.471024322660051, 48.62518243413767], [2.485775647102268, 48.6153162936825], [2.490357142177879, 48.60735716018246], [2.482368683850292, 48.58256729233454], [2.481253208809743, 48.58020560791837]]]}";23050;10923;47.39;12127;52.61;724;3.14;5.97;11403;49.47;94.03;LDVG;M;PIRIOU;Bruno;LA CLE DU CHANGEMENT, C'EST VOUS!;9;0;4;4958;21.51;43.48;LUD;M;BECHTER;Jean-Pierre;JEAN-PIERRE BECHTER LE MAIRE DE TOUS LES CORBEIL ESSONNOIS;34;0;17;6445;27.96;56.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;77;LI2;SEINE ET MARNE;203;Germigny-l'Evêque;77203;48.9859507813, 2.95833193991;"{""type"": ""Polygon"", ""coordinates"": [[[2.994195639427133, 48.965193877388614], [2.960919728518488, 48.9740810117255], [2.940444314672984, 48.973721895580766], [2.921652560604792, 48.98932151670633], [2.929585368459169, 48.99358868719], [2.944697073023085, 48.99504432644825], [2.948342735318709, 49.01174407905694], [2.956724383377648, 49.00909477377087], [2.965387574558161, 48.992884989201414], [2.985584065924249, 48.992106804112645], [2.988455516142977, 48.98342971676583], [2.982773505762555, 48.97912178250405], [2.994195639427133, 48.965193877388614]]]}";1091;289;26.49;802;73.51;7;0.64;0.87;795;72.87;99.13;LDVD;F;MARIE-MELLARE;Aline;UN NOUVEL ELAN POUR GERMIGNY L'EVEQUE;12;0;2;384;35.2;48.3;LDVD;M;ROUILLON;Patrick;ENSEMBLE POUR GERMIGNY;3;0;0;367;33.64;46.16;LDVD;M;TALPE;Didier;GERMIGNY POUR TOUS;0;0;0;44;4.03;5.53;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;217;Epône;78217;48.9471759683, 1.81269584925;"{""type"": ""Polygon"", ""coordinates"": [[[1.805030743184308, 48.91247332694661], [1.800092331041829, 48.91301755180869], [1.78481043591284, 48.925256907877085], [1.783341566714194, 48.92561973787776], [1.790209637672218, 48.930779700187436], [1.794676415894075, 48.947723643532704], [1.809200217598495, 48.95745580556295], [1.806854051286146, 48.97102142916722], [1.817612631736566, 48.97548071323004], [1.836578224044746, 48.97777058226872], [1.839907315509264, 48.96144411174512], [1.834715377805065, 48.95239141329193], [1.830224630775783, 48.95048604269816], [1.828202501401089, 48.95356902193243], [1.821258803684942, 48.94482227474468], [1.814567765432089, 48.92868479106846], [1.817965063734213, 48.92273757403852], [1.809145099476072, 48.921103319929884], [1.805030743184308, 48.91247332694661]]]}";4291;1545;36.01;2746;63.99;67;1.56;2.44;2679;62.43;97.56;LUG;F;FRANCESCONI;Dominique;AVANCONS POUR EPONE;2;0;0;331;7.71;12.36;LDIV;M;DE LAULANIE;Philippe;TOUS POUR EPONE;4;0;1;793;18.48;29.6;LDVD;M;MULLER;Guy;DYNAMIC EPONE;22;0;3;1262;29.41;47.11;LFN;M;DELPORT;Alexandre;EPONE BLEU MARINE;1;0;0;293;6.83;10.94;;;;;;;;;;;
2014-03-31T09:34:00+00:00;95;LI2;VAL D'OISE;252;Franconville;95252;48.9884161105, 2.2238932062;"{""type"": ""Polygon"", ""coordinates"": [[[2.228754239386479, 48.972875751746535], [2.205149359876183, 48.98362074710023], [2.204245167505613, 48.99002646729428], [2.213236850029517, 49.00173105227966], [2.21494623952171, 49.00347778747939], [2.217128189840218, 49.002898539827896], [2.243522538577889, 48.994336150942765], [2.242380838403832, 48.983600864430905], [2.237344488289397, 48.98324522023138], [2.236539789542911, 48.97663952706103], [2.228754239386479, 48.972875751746535]]]}";21277;10169;47.79;11108;52.21;337;1.58;3.03;10771;50.62;96.97;LUG;M;RAISSEGUIER;Antoine;Vivre à Franconville;7;0;2;3630;17.06;33.7;LUMP;M;DELATTRE;Francis;Franconville Une Ambition Partagée;30;0;9;5678;26.69;52.72;LFN;M;MAYENOBE;Jean-Luc;FAIRE FRONT POUR FRANCONCONVILLE;2;0;1;1463;6.88;13.58;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;77;LI2;SEINE ET MARNE;259;Longperrier;77259;49.0509695359, 2.65542471026;"{""type"": ""Polygon"", ""coordinates"": [[[2.658493032185593, 49.03659058734194], [2.64323345934904, 49.04409930881132], [2.644442463624521, 49.06329107144277], [2.646017484952161, 49.065085041296385], [2.660160512720128, 49.06181697804737], [2.668886535893483, 49.05381184103218], [2.668511876856352, 49.043928953385915], [2.658493032185593, 49.03659058734194]]]}";1413;453;32.06;960;67.94;11;0.78;1.15;949;67.16;98.85;LDVD;M;MARTA;Claude;TOUJOURS ENSEMBLE POUR LONGPERRIER;4;0;0;356;25.19;37.51;LDVD;M;MESME;Jean;PROGRESSER ENSEMBLE POUR UN LONGPERRIER FLORISSANT;1;0;0;173;12.24;18.23;LDVD;M;MOUTON;Michel;CONTINUONS POUR LONGPERRIER;14;0;2;420;29.72;44.26;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;77;LI2;SEINE ET MARNE;276;Mareuil-lès-Meaux;77276;48.9236226268, 2.86975697306;"{""type"": ""Polygon"", ""coordinates"": [[[2.850320635136658, 48.90654996030416], [2.846989260812537, 48.90748100384569], [2.851211107057974, 48.92432972353876], [2.872042114282188, 48.94397559689732], [2.87942982731981, 48.94306601961623], [2.883876380694615, 48.92644313466399], [2.882110244597242, 48.91689117761496], [2.896294900915633, 48.91294748988395], [2.906375401451447, 48.91413384215768], [2.905739756775002, 48.91103084236289], [2.896436812529299, 48.91019582587189], [2.866355416028034, 48.91504012119706], [2.850320635136658, 48.90654996030416]]]}";1496;468;31.28;1028;68.72;13;0.87;1.26;1015;67.85;98.74;LDVG;M;NEROT;Robert;MAREUIL-LES-MEAUX 2014 DYNAMISONS L'AVENIR;3;0;0;328;21.93;32.32;LDVD;M;ALLART;Olivier;MAREUIL 100 % VILLAGE;2;0;0;211;14.1;20.79;LDVD;M;LEPRINCE;William;AGIR ENSEMBLE POUR MAREUIL;14;0;2;476;31.82;46.9;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;350;Louveciennes;78350;48.8590188206, 2.11364039022;"{""type"": ""Polygon"", ""coordinates"": [[[2.110636173500444, 48.84108762197621], [2.102663856993995, 48.842745920428314], [2.092697911771177, 48.84617837034004], [2.094520194511738, 48.8526677546051], [2.106944288429823, 48.856952241884706], [2.105589917450221, 48.866772287672525], [2.109398751331529, 48.87283544596528], [2.119794118279736, 48.87811064882213], [2.124356420222626, 48.87438478156334], [2.131714612727231, 48.862377887892585], [2.12244991835009, 48.850780303142194], [2.119793951377809, 48.84826950369984], [2.110906795125841, 48.849984569688154], [2.110636173500444, 48.84108762197621]]]}";5416;1883;34.77;3533;65.23;36;0.66;1.02;3497;64.57;98.98;LUG;M;LEPRETRE;Pascal;POUR LOUVECIENNES UNIE ET SOLIDAIRE;1;0;0;318;5.87;9.09;LDVD;M;VANHOLLEBEKE;André;UNION POUR LOUVECIENNES;6;0;1;1582;29.21;45.24;LDVD;M;VIARD;Pierre-François;LOUVECIENNES DEMAIN;22;0;2;1597;29.49;45.67;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;367;Mareil-Marly;78367;48.8807836526, 2.07668355901;"{""type"": ""Polygon"", ""coordinates"": [[[2.077372253683236, 48.873618151971634], [2.063022550967536, 48.87852516240721], [2.075082276134266, 48.88740570375198], [2.087831430643755, 48.88441871528351], [2.091815252590572, 48.88587897875299], [2.084222440033953, 48.878716196263184], [2.077372253683236, 48.873618151971634]]]}";2766;1003;36.26;1763;63.74;35;1.27;1.99;1728;62.47;98.01;LDVG;M;LAMY;Gilles;MAREIL AUTREMENT;2;0;0;247;8.93;14.29;LDVD;M;BISSON;Jean-Bernard;DEMAIN MAREIL;2;0;0;267;9.65;15.45;LDVD;M;DURAND;Pierre;MAREIL ENSEMBLE;3;0;0;423;15.29;24.48;LDVD;F;MORVANT;Brigitte;MAREIL ESPRIT VILLAGE;20;0;2;791;28.6;45.78;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;471;Orsay;91471;48.7004093953, 2.18737051177;"{""type"": ""Polygon"", ""coordinates"": [[[2.204707084431246, 48.69106715032146], [2.190173243033867, 48.68732637387467], [2.181827592750015, 48.678913003512584], [2.174850051799166, 48.690693410925824], [2.165981212247245, 48.69476042493666], [2.175163690695225, 48.6957867419333], [2.170751870951656, 48.706658005011704], [2.171682801665039, 48.71480481596169], [2.193479634091989, 48.71869596677259], [2.192794946986926, 48.71198122032623], [2.209710850465963, 48.70158848984277], [2.204707084431246, 48.69106715032146]]]}";11261;4008;35.59;7253;64.41;232;2.06;3.2;7021;62.35;96.8;LSOC;M;ROS;David;ENSEMBLE POUR L'AVENIR D'ORSAY;26;0;6;3866;34.33;55.06;LUD;M;RAPHAEL;Raymond;ORSAY A VENIR;7;0;1;3155;28.02;44.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;77;LI2;SEINE ET MARNE;491;Veneux-les-Sablons;77491;48.3811719817, 2.79535158801;"{""type"": ""Polygon"", ""coordinates"": [[[2.796334524789714, 48.37073392016463], [2.780594353583851, 48.37940574462082], [2.778295995489533, 48.38960378427676], [2.789716800899771, 48.39131597258581], [2.791823357707603, 48.388089870494696], [2.802373602332934, 48.3878470222907], [2.81485658657986, 48.37956317761281], [2.813557647689977, 48.37643925717178], [2.796334524789714, 48.37073392016463]]]}";3831;1443;37.67;2388;62.33;61;1.59;2.55;2327;60.74;97.45;LSOC;M;BENARD;Michel;EXPERIENCE ET PROGRES;20;0;3;1080;28.19;46.41;LUD;F;EPIKMEN;Valérie;UNE ALTERNATIVE NECESSAIRE POUR UN DIALOGUE SINCERE;6;0;1;1010;26.36;43.4;LDVD;M;MERCEY;François;VOTRE COMMUNE VOUS APPARTIENT;1;0;0;237;6.19;10.18;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;77;LI2;SEINE ET MARNE;493;Verneuil-l'Etang;77493;48.6370893938, 2.8323243324;"{""type"": ""Polygon"", ""coordinates"": [[[2.843144431949537, 48.621486375860236], [2.818308838668545, 48.62734282762909], [2.818473789033936, 48.630644245044884], [2.803325273877827, 48.639021493581815], [2.805146896342676, 48.641875876484164], [2.836591432367269, 48.651853480026304], [2.846696602821329, 48.650157889598965], [2.848517885109848, 48.64001399961028], [2.85967977552893, 48.63296664239541], [2.84693873181488, 48.62771587204235], [2.843144431949537, 48.621486375860236]]]}";2207;884;40.05;1323;59.95;69;3.13;5.22;1254;56.82;94.78;LSOC;M;CIBIER;Christian;VERNEUIL ENSEMBLE;18;0;4;692;31.35;55.18;LDVG;M;BOYER;Richard;VERNEUIL DE DEMAIN;5;0;1;562;25.46;44.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;77;LI2;SEINE ET MARNE;495;Vert-Saint-Denis;77495;48.5711806547, 2.62717330981;"{""type"": ""Polygon"", ""coordinates"": [[[2.611346765747545, 48.536488186658836], [2.596554393401111, 48.54533570287561], [2.609119683507293, 48.56085917440525], [2.611687865112841, 48.5782289495572], [2.600792369669901, 48.590156812211234], [2.616541425707574, 48.59485918952246], [2.644717477400379, 48.59337243575577], [2.651945152617561, 48.589300906792104], [2.655556566386536, 48.58035200338401], [2.653261333791765, 48.56048328035304], [2.640303154081063, 48.558870577067864], [2.629514783680537, 48.55330516311911], [2.612018020373649, 48.54279639396999], [2.611346765747545, 48.536488186658836]]]}";5484;2245;40.94;3239;59.06;105;1.91;3.24;3134;57.15;96.76;LUG;M;BAREILLE;Eric;UNIS POUR VERT-SAINT-DENIS;21;0;4;1292;23.56;41.23;LDVD;M;EUDE;Didier;VERT-SAINT-DENIS CAP 2020 ENSEMBLE;3;0;0;713;13.0;22.75;LDVD;F;GUILCHER;Catherine;ENSEMBLE POUR AGIR AUTREMENT;5;0;1;1129;20.59;36.02;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;517;Rambouillet;78517;48.6539051954, 1.82652871851;"{""type"": ""Polygon"", ""coordinates"": [[[1.827546681875148, 48.61921880079522], [1.822350106947091, 48.63489252320576], [1.802348479663074, 48.63884924344306], [1.776490656796841, 48.638262634472014], [1.768876653359736, 48.6428441152784], [1.766793305697524, 48.65290701244915], [1.786790275164554, 48.66414114580948], [1.785978084411305, 48.67455893765777], [1.787264730546573, 48.6776485571365], [1.803454688677401, 48.68426199553056], [1.812593385318878, 48.68804152919002], [1.83286085139961, 48.67785174632355], [1.848264382092215, 48.67848729852943], [1.842307466882664, 48.665313988203565], [1.856740167275637, 48.661738080581756], [1.87216833635526, 48.662910570754136], [1.888039299104607, 48.65414500030167], [1.902771575194082, 48.65087219232345], [1.893258471789668, 48.65003757595147], [1.883126177297029, 48.64387990807794], [1.877043502156955, 48.63507880714333], [1.857693811733357, 48.63423813530981], [1.830928941349298, 48.62026860357493], [1.827546681875148, 48.61921880079522]]]}";17890;6943;38.81;10947;61.19;219;1.22;2.0;10728;59.97;98.0;LDVG;M;TROTIGNON;Jean-Luc;RAMBOUILLET RENOUVEAU;3;0;2;2022;11.3;18.85;LVEC;M;JUTIER;David;RAMBOUILLET, ECOLOGIQUE ET CITOYENNE;2;0;1;1175;6.57;10.95;LUD;M;ROBERT;Marc;UN NOUVEL HORIZON POUR RAMBOUILLET;26;0;13;4994;27.92;46.55;LDVD;M;LECLERCQ;Grégoire;RAMBOUILLET POUR TOUS;2;0;1;1418;7.93;13.22;LFN;M;CHEVRIER;Philippe;RAMBOUILLET BLEU MARINE;2;0;1;1119;6,25;10,43
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;521;Ris-Orangis;91521;48.6451939168, 2.40793631766;"{""type"": ""Polygon"", ""coordinates"": [[[2.399270549079666, 48.624104543166744], [2.383529495995757, 48.62997897821703], [2.391422956309321, 48.643197518726176], [2.407056815698759, 48.66741901766303], [2.429370468774642, 48.653558716681005], [2.437760992970383, 48.648471422000476], [2.426371063903442, 48.64232745971426], [2.422037169221743, 48.64391664152124], [2.413329247562272, 48.63607529432419], [2.399270549079666, 48.624104543166744]]]}";15396;6909;44.88;8487;55.12;325;2.11;3.83;8162;53.01;96.17;LUG;M;RAFFALLI;Stéphane;RIS POUR TOUS, UN NOUVEL ELAN POUR NOTRE VILLE;27;0;9;3959;25.71;48.51;LDVD;M;LIEBMANN;Yves;UNE VOIX, UN ESPOIR POUR RIS-ORANGIS;6;0;2;3014;19.58;36.93;LFN;M;STILLEN;Laurent;RASSEMBLEMENT BLEU MARINE POUR RIS-ORANGIS;2;0;1;1189;7.72;14.57;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;577;Saintry-sur-Seine;91577;48.5930107359, 2.4941919266;"{""type"": ""Polygon"", ""coordinates"": [[[2.482368683850292, 48.58256729233454], [2.490357142177879, 48.60735716018246], [2.499562378783351, 48.605030433928405], [2.504735654305192, 48.5858019006497], [2.508874108541508, 48.584028949848545], [2.482368683850292, 48.58256729233454]]]}";4096;1337;32.64;2759;67.36;87;2.12;3.15;2672;65.23;96.85;LDVG;M;CARRENO;Michel;PERSPECTIVES;6;0;2;1147;28.0;42.93;LDVG;M;HERSCHKORN;Alain;SAINTRY ENSEMBLE;1;0;0;329;8.03;12.31;LDVD;F;CARTAU-OURY;Martine;SAINTRY POUR VOUS;22;0;7;1196;29.2;44.76;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;95;LI2;VAL D'OISE;607;Taverny;95607;49.0267316203, 2.22116067166;"{""type"": ""Polygon"", ""coordinates"": [[[2.217128189840218, 49.002898539827896], [2.21494623952171, 49.00347778747939], [2.20221024701625, 49.00864537856113], [2.20517975988083, 49.01825992645417], [2.183164434509944, 49.02543189392754], [2.195287263122378, 49.031106929991374], [2.220098428267248, 49.032655431200226], [2.228292723672245, 49.04076532103627], [2.228598876969842, 49.04409435876443], [2.223861615156305, 49.04530474706037], [2.231302714246329, 49.051790889336296], [2.234868070986362, 49.049367824489615], [2.253149647049514, 49.04141702368324], [2.244078476498541, 49.03408566006253], [2.234979618522658, 49.01859739955467], [2.223938365742677, 49.011809266915286], [2.217128189840218, 49.002898539827896]]]}";18446;7843;42.52;10603;57.48;298;1.62;2.81;10305;55.87;97.19;LDVG;M;BOSCAVERT;Maurice;TAVERNY RASSEMBLEE;7;0;2;4168;22.6;40.45;LUMP;F;PORTELLI;Florence;Une nouvelle énergie pour Taverny;27;0;7;5224;28.32;50.69;LFN;M;SIMONNOT;Alexandre;TAVERNY BLEU MARINE;1;0;0;913;4.95;8.86;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;621;Trappes;78621;48.7750019561, 1.99344014312;"{""type"": ""Polygon"", ""coordinates"": [[[1.991707355222887, 48.747564467954724], [1.973475056444614, 48.753417640677775], [1.978059992020163, 48.759636366573304], [1.973507485349808, 48.765605794774835], [1.976015743946484, 48.77230136582261], [1.970907900700632, 48.78565941541998], [1.985935301151127, 48.79964836079833], [1.986479116290323, 48.79968895112652], [1.994386896370492, 48.7991171439457], [2.02228483239067, 48.785263362445356], [2.008908229674406, 48.76789260351018], [2.011238394654445, 48.76196645510374], [1.991707355222887, 48.747564467954724]]]}";13588;7550;55.56;6038;44.44;232;1.71;3.84;5806;42.73;96.16;LCOM;M;MISEREY;Luc;TRAPPES A GAUCHE;3;0;1;1074;7.9;18.5;LSOC;M;MALANDAIN;Guy;UNION POUR LE DEVELOPPEMENT DE TRAPPES;27;0;8;2959;21.78;50.96;LDVD;M;NASROU;Othman;TRAPPES CITOYENS;5;0;1;1773;13.05;30.54;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;624;Triel-sur-Seine;78624;48.9780282513, 2.00877051663;"{""type"": ""Polygon"", ""coordinates"": [[[2.00356966027465, 48.941323260653284], [2.00252117237398, 48.953994919806156], [1.99615124748278, 48.9670626563941], [1.99797469335472, 48.97379567151682], [1.993307513716799, 48.98342398993008], [1.982514782663327, 48.99243371796455], [2.004875435032896, 49.01007612465225], [2.007630934179341, 49.00823745946418], [2.023613730311908, 48.99790106340459], [2.024722630781637, 48.99561693435229], [2.020437440635215, 48.99384642722927], [2.026211825029124, 48.9847027943001], [2.023417014224143, 48.97855593697523], [2.028235253402299, 48.95906235160968], [2.008322700987479, 48.94192925180972], [2.00356966027465, 48.941323260653284]]]}";8530;3624;42.49;4906;57.51;175;2.05;3.57;4731;55.46;96.43;LUD;M;RICHARD;Arnaud;TRIEL'ENERGIE 2014;6;0;1;1710;20.05;36.14;LDVD;M;MANCEL;Joël;TRIEL DEMAIN;23;0;4;1744;20.45;36.86;LDVD;M;PAILLET;Philippe;REAGIR POUR TRIEL;4;0;0;1277;14.97;26.99;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;635;Vauhallan;91635;48.7307999031, 2.19905265979;"{""type"": ""Polygon"", ""coordinates"": [[[2.203462249301239, 48.72104768480696], [2.184788032923727, 48.726876094085654], [2.183186252260459, 48.73019318297988], [2.190237830067613, 48.73928984710274], [2.204036107205519, 48.73691812290867], [2.213676941384516, 48.73784549864511], [2.212902148744488, 48.72880078675311], [2.203462249301239, 48.72104768480696]]]}";1539;492;31.97;1047;68.03;25;1.62;2.39;1022;66.41;97.61;LDVD;M;HILLION;François;ENSEMBLE POUR VAUHALLAN;14;0;2;454;29.5;44.42;LDVD;M;LE TRAON;Olivier;VAUHALLAN POUR TOUS;3;0;0;328;21.31;32.09;LDVD;M;LEVRAT;François;ECOUTER ET AGIR POUR VAUHALLAN;2;0;0;240;15.59;23.48;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;78;LI2;YVELINES;640;Vélizy-Villacoublay;78640;48.783985823, 2.19707485523;"{""type"": ""Polygon"", ""coordinates"": [[[2.226559327154523, 48.776102031621754], [2.227194111178189, 48.77275126727675], [2.22289395631917, 48.770933501506136], [2.207691001210414, 48.770284977057116], [2.200753095195283, 48.7746190021668], [2.190662977044721, 48.775036764245655], [2.161929188683613, 48.78223199211193], [2.168168048617256, 48.787870032204715], [2.182939877099866, 48.7972269838604], [2.20263504508016, 48.79840332310286], [2.209148286393868, 48.79354478830364], [2.210036359274815, 48.787038868360035], [2.224189672860684, 48.784460316378215], [2.226627708148487, 48.78158897384748], [2.226559327154523, 48.776102031621754]]]}";14710;5135;34.91;9575;65.09;262;1.78;2.74;9313;63.31;97.26;LSOC;M;ADJUWARD;Amroze;INNOVONS POUR VELIZY;2;0;0;1218;8.28;13.08;LUD;M;THEVENOT;Pascal;FACONNONS VELIZY AUTREMENT;27;0;7;4641;31.55;49.83;LDVD;M;LOISON;Joël;ENSEMBLE POUR VELIZY;6;0;2;3454;23.48;37.09;;;;;;;;;;;;;;;;;;;;;;
2014-03-31T09:34:00+00:00;91;LI2;ESSONNE;659;Villabé;91659;48.5857767602, 2.45200288236;"{""type"": ""Polygon"", ""coordinates"": [[[2.439394862714953, 48.57706523154249], [2.433797739357539, 48.589452587219085], [2.450467092051464, 48.59548571501212], [2.46439552773995, 48.594055956479764], [2.469570036691401, 48.578552898720865], [2.442294558670131, 48.57719579971013], [2.439394862714953, 48.57706523154249]]]}";3446;1055;30.62;2391;69.38;64;1.86;2.68;2327;67.53;97.32;LUG;F;MAGGINI;Irène;POUR VILLABE;6;0;1;957;27.77;41.13;LDIV;M;DIRAT;Karl;AGIR POUR VILLABE;21;0;2;1030;29.89;44.26;LMDM;F;WIRTH;Isabelle;VILLABE CHOISIT LE BON SENS;2;0;0;340;9.87;14.61;;;;;;;;;;;;;;;;;;;;;;
